time,accx,accy,accz
5171,    48,    31,  -146
5181,    56,    13,  -106
5191,    60,     0,  -141
5201,    58,    10,  -151
5211,    47,    19,  -159
5221,    45,    32,  -153
5231,    42,    27,  -164
5241,    46,    17,  -164
5251,    45,    18,  -152
5261,    49,    12,  -152
5271,    48,     8,  -164
5281,    48,     4,  -157
5291,    42,    18,  -174
5301,    43,    16,  -168
5311,    39,    14,  -194
5321,    38,    13,  -172
5331,    30,    17,  -175
5341,    33,     9,  -187
5351,    37,     9,  -187
5361,    34,    15,  -159
5371,    32,    14,  -152
5381,    32,    16,  -158
5391,    38,    17,  -156
5401,    44,     6,  -155
5411,    43,     0,  -166
5421,    39,     7,  -156
5431,    37,    10,  -161
5441,    34,    18,  -165
5452,    37,    23,  -155
5464,    38,    23,  -161
5474,    43,    22,  -162
5484,    46,    11,  -147
5494,    44,    10,  -144
5505,    46,     6,  -145
5514,    42,     3,  -144
5524,    42,     2,  -159
5534,    37,    10,  -179
5545,    36,    15,  -195
5554,    35,    20,  -198
5563,    34,    14,  -187
5574,    29,    11,  -181
5583,    22,     9,  -167
5593,    23,    14,  -167
5604,    24,    16,  -162
5614,    26,    21,  -166
5624,    27,    20,  -159
5633,    26,    21,  -151
5644,    23,    23,  -147
5654,    19,    21,  -151
5664,    21,    17,  -157
5673,    26,    14,  -155
5684,    28,     7,  -151
5694,    30,    -3,  -139
5703,    30,     0,  -142
5714,    21,    10,  -150
5724,    14,    20,  -146
5733,    19,    30,  -155
5743,    23,    34,  -169
5754,    26,    16,  -181
5764,    25,    12,  -175
5774,    29,     8,  -166
5784,    28,     7,  -160
5794,    26,    14,  -164
5804,    25,    11,  -178
5814,    25,    11,  -201
5824,    29,     7,  -191
5834,    22,    17,  -154
5844,    19,    20,  -153
5854,    18,    22,  -150
5864,    16,    19,  -164
5874,    17,    13,  -149
5884,    22,     4,  -148
5894,    25,     3,  -146
5904,    20,     9,  -141
5914,    22,    10,  -161
5924,    26,    16,  -173
5934,    22,    22,  -164
5944,    19,    19,  -149
5954,    19,    21,  -160
5965,    20,    26,  -151
5975,    23,    22,  -162
5985,    23,    18,  -167
5995,    26,    19,  -176
6005,    29,    22,  -175
6015,    23,    23,  -169
6025,    24,    15,  -145
6035,    29,     4,  -165
6045,    30,     8,  -175
6055,    32,     9,  -175
6064,    31,    13,  -178
6074,    27,    14,  -169
6084,    20,    19,  -159
6094,    20,    18,  -160
6104,    23,     8,  -169
6114,    29,     7,  -180
6124,    28,    18,  -173
6134,    28,    26,  -152
6144,    26,    25,  -131
6154,    26,    21,  -134
6164,    24,    24,  -152
6174,    23,    23,  -163
6184,    25,    27,  -159
6194,    23,    26,  -155
6204,    24,    15,  -143
6214,    23,    13,  -141
6224,    21,    14,  -147
6234,    20,    23,  -156
6244,    16,    24,  -163
6254,    14,     8,  -167
6264,    12,     1,  -161
6274,    17,     2,  -161
6284,    17,     9,  -157
6294,    19,    16,  -147
6305,    19,    28,  -155
6315,    21,     3,  -163
6324,    23,    -1,  -163
6334,    21,     1,  -157
6344,    19,     3,  -151
6354,    18,     5,  -157
6364,    16,    16,  -158
6374,     4,    13,  -165
6384,     1,    18,  -177
6394,     4,    21,  -174
6404,     6,     8,  -171
6415,     9,     6,  -145
6425,    15,    10,  -133
6434,    16,    11,  -132
6444,    17,    15,  -133
6454,    13,    22,  -158
6465,    13,    22,  -161
6474,    17,    17,  -172
6484,    19,    16,  -166
6494,    24,    11,  -167
6505,    24,     1,  -176
6522,    16,     3,  -167
6529,    16,     8,  -165
6536,    17,     1,  -173
6545,    19,     0,  -171
6555,    17,    -2,  -173
6565,    18,    -1,  -163
6574,    15,     2,  -153
6584,    10,     9,  -144
6595,    12,    11,  -136
6604,    12,    15,  -132
6614,    15,    11,  -156
6625,    21,    15,  -167
6635,    19,    11,  -170
6644,    13,     4,  -168
6654,    18,     7,  -148
6664,    12,     6,  -130
6675,    10,     7,  -119
6684,     6,     6,  -125
6695,     7,    11,  -147
6705,     4,    23,  -139
6714,     8,    39,  -149
6725,    20,     2,  -157
6735,    22,     2,  -143
6744,    18,    -1,  -148
6754,    16,    -8,  -137
6764,    14,    -1,  -147
6775,     9,    13,  -144
6784,    10,    16,  -141
6794,    11,    19,  -162
6804,    12,    35,  -168
6815,    15,    23,  -163
6824,    11,    15,  -172
